acetaldehyde|c	ethanol|c	ADH7 ADH4 ADH1A ZADH2 ADH5 ADHFE1 AKR1A1 CYP2E1 ADH1C ADH1B ADH6
3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine|c	3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A|c	CPT1B CPT1A CPT1C
3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A|c	CoA|c	CPT1B CPT1A CPT1C
3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A|c	L-carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine|c	3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine|e	
CoA|c	Hexadecanedioyl Coenzyme A|c	CPT1B CPT1A CPT1C
Hexadecanedioic Acid Mono-L-Carnitine Ester|c	Hexadecanedioyl Coenzyme A|c	CPT1B CPT1A CPT1C
Hexadecanedioyl Coenzyme A|c	L-carnitine|c	CPT1B CPT1A CPT1C
CoA|c	Hexadecanedioic Acid Mono-L-Carnitine Ester|c	CPT1B CPT1A CPT1C
Hexadecanedioic Acid Mono-L-Carnitine Ester|c	L-carnitine|c	CPT1B CPT1A CPT1C
Hexadecanedioic Acid Mono-L-Carnitine Ester|c	Hexadecanedioic Acid Mono-L-Carnitine Ester|e	
3-Hydroxyhexadecanoyl Coenzyme A|c	3-Hydroxyhexadecanoylcarnitine|c	CPT1B CPT1A CPT1C
3-Hydroxyhexadecanoyl Coenzyme A|c	CoA|c	CPT1B CPT1A CPT1C
3-Hydroxyhexadecanoyl Coenzyme A|c	L-carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxyhexadecanoylcarnitine|c	CoA|c	CPT1B CPT1A CPT1C
3-Hydroxyhexadecanoylcarnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxy-Octadecenoyl Carnitine|c	3-Hydroxyoctadecenoyl Coenzyme A|c	CPT1B CPT1A CPT1C
3-Hydroxy-Octadecenoyl Carnitine|c	CoA|c	CPT1B CPT1A CPT1C
3-Hydroxy-Octadecenoyl Carnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxyoctadecenoyl Coenzyme A|c	CoA|c	CPT1B CPT1A CPT1C
3-Hydroxyoctadecenoyl Coenzyme A|c	L-carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxyoctadecadienoylcarnitine|c	CoA|c	CPT1B CPT1A CPT1C
3-Hydroxyoctadecadienoylcarnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxyoctadecadienoyl Coenzyme A|c	3-Hydroxyoctadecadienoylcarnitine|c	CPT1B CPT1A CPT1C
3-Hydroxyoctadecadienoyl Coenzyme A|c	CoA|c	CPT1B CPT1A CPT1C
3-Hydroxyoctadecadienoyl Coenzyme A|c	L-carnitine|c	CPT1B CPT1A CPT1C
(S)-3-Hydroxyoctadecanoyl Coenzyme A|c	3-Hydroxyoctadecanoyl Carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxyoctadecanoyl Carnitine|c	CoA|c	CPT1B CPT1A CPT1C
3-Hydroxyoctadecanoyl Carnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
(S)-3-Hydroxyoctadecanoyl Coenzyme A|c	CoA|c	CPT1B CPT1A CPT1C
(S)-3-Hydroxyoctadecanoyl Coenzyme A|c	L-carnitine|c	CPT1B CPT1A CPT1C
Malonyl Carnitine|c	Malonyl Carnitine|e	
O-butanoylcarnitine|c	O-butanoylcarnitine|e	
Succinyl Carnitine|c	Succinyl Carnitine|x	SLC25A20
Succinyl Carnitine|c	Succinyl Carnitine|e	
3-Hydroxy Butyryl Carnitine|c	CoA|c	CPT1B CPT1A CPT1C
(R)-3-hydroxybutanoyl-CoA|c	3-Hydroxy Butyryl Carnitine|c	CPT1B CPT1A CPT1C
3-Hydroxy Butyryl Carnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
(R)-3-hydroxybutanoyl-CoA|c	CoA|c	CPT1B CPT1A CPT1C
(R)-3-hydroxybutanoyl-CoA|c	L-carnitine|c	CPT1B CPT1A CPT1C
O-butanoylcarnitine|c	O-butanoylcarnitine|x	SLC25A20
O-butanoylcarnitine|x	butyryl-CoA|x	CROT
L-carnitine|x	butyryl-CoA|x	CROT
CoA|x	O-butanoylcarnitine|x	CROT
L-carnitine|x	O-butanoylcarnitine|x	CROT
CoA|c	Isovaleryl Carnitine|c	CPT1B CPT1A CPT1C
Isovaleryl Carnitine|c	isovaleryl-CoA|c	CPT1B CPT1A CPT1C
Isovaleryl Carnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
CoA|c	isovaleryl-CoA|c	CPT1B CPT1A CPT1C
L-carnitine|c	isovaleryl-CoA|c	CPT1B CPT1A CPT1C
CoA|c	Tiglyl Carnitine|c	CPT1B CPT1A CPT1C
Tiglyl Carnitine|c	tiglyl-CoA|c	CPT1B CPT1A CPT1C
L-carnitine|c	Tiglyl Carnitine|c	CPT1B CPT1A CPT1C
CoA|c	tiglyl-CoA|c	CPT1B CPT1A CPT1C
L-carnitine|c	tiglyl-CoA|c	CPT1B CPT1A CPT1C
Glutaryl Carnitine|c	Glutaryl Carnitine|e	
Hexanoyl Carnitine|c	hexanoyl-CoA|c	CPT1B CPT1A CPT1C
CoA|c	Hexanoyl Carnitine|c	CPT1B CPT1A CPT1C
Hexanoyl Carnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
L-carnitine|c	hexanoyl-CoA|c	CPT1B CPT1A CPT1C
L-carnitine|x	hexanoyl-CoA|x	CROT
Hexanoyl Carnitine|x	hexanoyl-CoA|x	CROT
CoA|x	Hexanoyl Carnitine|x	CROT
Hexanoyl Carnitine|x	L-carnitine|x	CROT
Hexanoyl Carnitine|c	Hexanoyl Carnitine|e	
Hexanoyl Carnitine|c	Hexanoyl Carnitine|x	SLC25A20
Adipoyl Carnitine|c	Adipoyl Carnitine|x	SLC25A20
Adipoyl Carnitine|c	Adipoyl Coenzyme A|c	CPT1B CPT1A CPT1C
Adipoyl Coenzyme A|c	L-carnitine|c	CPT1B CPT1A CPT1C
Adipoyl Carnitine|c	CoA|c	CPT1B CPT1A CPT1C
Adipoyl Carnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
Adipoyl Carnitine|c	Adipoyl Carnitine|e	
Octenoyl Carnitine|c	Octenoyl Coenzyme A|c	CPT1B CPT1A CPT1C
CoA|c	Octenoyl Carnitine|c	CPT1B CPT1A CPT1C
L-carnitine|c	Octenoyl Carnitine|c	CPT1B CPT1A CPT1C
CoA|c	Octenoyl Coenzyme A|c	CPT1B CPT1A CPT1C
L-carnitine|c	Octenoyl Coenzyme A|c	CPT1B CPT1A CPT1C
Octenoyl Carnitine|c	Octenoyl Carnitine|e	
L-octanoylcarnitine|c	L-octanoylcarnitine|e	
Suberyl Carnitine|c	Suberyl Coenzyme A|c	GLYAT CPT1B CPT1A CPT1C
CoA|c	Suberyl Coenzyme A|c	GLYAT CPT1B CPT1A CPT1C
L-carnitine|c	Suberyl Coenzyme A|c	GLYAT CPT1B CPT1A CPT1C
CoA|c	Suberyl Carnitine|c	GLYAT CPT1B CPT1A CPT1C
L-carnitine|c	Suberyl Carnitine|c	GLYAT CPT1B CPT1A CPT1C
Suberyl Carnitine|c	Suberyl Carnitine|e	
4,8-dimethylnonanoylcarnitine|c	4,8-dimethylnonanoylcarnitine|x	SLC25A20
decanoic acid|c	decanoic acid|r	
3-Hydroxydodecanoylcarnitine|c	3-Hydroxydodecanoylcarnitine|e	
Lauroyl Carnitine|c	Lauroyl Carnitine|e	
Dodecenoyl Carnitine|c	Dodecenoyl Carnitine|e	
3-Hydroxydecanoylcarnitine|c	3-Hydroxydecanoylcarnitine|e	
Decadienoyl Carnitine|c	Decadienoyl Carnitine|e	
13-Docosenoyl Coenzyme A|c	13-Docosenoyl Coenzyme A|x	ABCD1 ABCD2
CoA|c	cis-erucic acid|e	SLC27A4 SLC27A5 SLC27A2 SLC27A1 SLC27A3 SLC27A6
13-Docosenoyl Coenzyme A|c	cis-erucic acid|e	SLC27A4 SLC27A5 SLC27A2 SLC27A1 SLC27A3 SLC27A6
13-Docosenoyl Coenzyme A|c	CoA|c	SLC27A4 SLC27A5 SLC27A2 SLC27A1 SLC27A3 SLC27A6
behenic acid|c	behenic acid|r	
Docosanedioicacid|c	Docosanedioicacid|r	
docosanoyl-CoA|c	docosanoyl-CoA|x	ABCD1 ABCD2
Docosanedioicacid|c	Docosanedioicacid|e	
(2E)-decenoyl-CoA|m	CoA|m	ACAA2 HADH ECHS1
(2E)-decenoyl-CoA|m	acetyl-CoA|m	ACAA2 HADH ECHS1
(2E)-decenoyl-CoA|m	octanoyl-CoA|m	ACAA2 HADH ECHS1
(2E)-decenoyl-CoA|x	acetyl-CoA|x	ACAA1 HSD17B4 EHHADH
(2E)-decenoyl-CoA|x	CoA|x	ACAA1 HSD17B4 EHHADH
(2E)-decenoyl-CoA|x	octanoyl-CoA|x	ACAA1 HSD17B4 EHHADH
4,7-Decadienoyl Coenzyme A|m	FAD|m	ACADM
2,4,7-Decatrienoyl Coenzyme A|m	FAD|m	ACADM
4,7-Decadienoyl Coenzyme A|m	FADH2|m	ACADM
2,4,7-Decatrienoyl Coenzyme A|m	FADH2|m	ACADM
2,4,7-Decatrienoyl Coenzyme A|m	4,7-Decadienoyl Coenzyme A|m	ACADM
2,4,7-Decatrienoyl Coenzyme A|x	4,7-Decadienoyl Coenzyme A|x	ACOX1
5-Octenoyl Coenzyme A|m	CoA|m	ACADM ACAA2 HADH ECHS1
2,7-Decadienoyl Coenzyme A|m	CoA|m	ACADM ACAA2 HADH ECHS1
5-Octenoyl Coenzyme A|m	acetyl-CoA|m	ACADM ACAA2 HADH ECHS1
2,7-Decadienoyl Coenzyme A|m	5-Octenoyl Coenzyme A|m	ACADM ACAA2 HADH ECHS1
2,7-Decadienoyl Coenzyme A|m	acetyl-CoA|m	ACADM ACAA2 HADH ECHS1
2,7-Decadienoyl Coenzyme A|x	acetyl-CoA|x	ACAA1 ACOX1 HSD17B4 EHHADH
5-Octenoyl Coenzyme A|x	acetyl-CoA|x	ACAA1 ACOX1 HSD17B4 EHHADH
2,7-Decadienoyl Coenzyme A|x	CoA|x	ACAA1 ACOX1 HSD17B4 EHHADH
5-Octenoyl Coenzyme A|x	CoA|x	ACAA1 ACOX1 HSD17B4 EHHADH
2,7-Decadienoyl Coenzyme A|x	5-Octenoyl Coenzyme A|x	ACAA1 ACOX1 HSD17B4 EHHADH
2,7-Decadienoyl Coenzyme A|m	3,7-Decadienoyl Coenzyme A|m	ECI1
2,7-Decadienoyl Coenzyme A|x	3,7-Decadienoyl Coenzyme A|x	EHHADH ECI2
2,4,7-Decatrienoyl Coenzyme A|m	3,7-Decadienoyl Coenzyme A|m	DECR1
2,4,7-Decatrienoyl Coenzyme A|x	3,7-Decadienoyl Coenzyme A|x	DECR2
(S)-hydroxydecanoyl-CoA|m	FAD|m	ACADM ECHS1
(S)-hydroxydecanoyl-CoA|m	decanoyl-CoA|m	ACADM ECHS1
(S)-hydroxydecanoyl-CoA|m	FADH2|m	ACADM ECHS1
decanoyl-CoA|m	octanoyl-CoA|m	HADH ACAA2 ACADM ECHS1
decanoyl-CoA|x	octanoyl-CoA|x	ACAA1 ACOX1 HSD17B4 EHHADH
Suberyl Coenzyme A|x	acetyl-CoA|x	EHHADH ACAA1 HSD17B4 CROT ACOT8 ACOX1
Sebacoyl Coenzyme A|x	acetyl-CoA|x	EHHADH ACAA1 HSD17B4 CROT ACOT8 ACOX1
CoA|x	Suberyl Coenzyme A|x	EHHADH ACAA1 HSD17B4 CROT ACOT8 ACOX1
CoA|x	Sebacoyl Coenzyme A|x	EHHADH ACAA1 HSD17B4 CROT ACOT8 ACOX1
Sebacoyl Coenzyme A|x	Suberyl Coenzyme A|x	EHHADH ACAA1 HSD17B4 CROT ACOT8 ACOX1
2,6,10-Trimethyl Undecanoyl Coenzyme A|x	4,8-Dimethylnonanoyl Coenzyme A|x	ACAA1 ACOX3 HSD17B4 EHHADH
2,6,10-Trimethyl Undecanoyl Coenzyme A|x	propanoyl-CoA|x	ACAA1 ACOX3 HSD17B4 EHHADH
2,6,10-Trimethyl Undecanoyl Coenzyme A|x	CoA|x	ACAA1 ACOX3 HSD17B4 EHHADH
nonanoyl-CoA|m	undecanoyl-CoA|m	HADH ACAA2 ACADM ECHS1
acetyl-CoA|m	trans-3-decenoyl-CoA|m	HADH ACAA2 ACADM ECHS1 HADHA HADHB ACADVL
5-Dodecenoyl Coenzyme A|m	acetyl-CoA|m	HADH ACAA2 ACADM ECHS1 HADHA HADHB ACADVL
CoA|m	trans-3-decenoyl-CoA|m	HADH ACAA2 ACADM ECHS1 HADHA HADHB ACADVL
FADH2|m	trans-3-decenoyl-CoA|m	HADH ACAA2 ACADM ECHS1 HADHA HADHB ACADVL
FAD|m	trans-3-decenoyl-CoA|m	HADH ACAA2 ACADM ECHS1 HADHA HADHB ACADVL
5-Dodecenoyl Coenzyme A|m	trans-3-decenoyl-CoA|m	HADH ACAA2 ACADM ECHS1 HADHA HADHB ACADVL
5-Dodecenoyl Coenzyme A|m	CoA|m	HADH ACAA2 ACADM ECHS1 HADHA HADHB ACADVL
5-Dodecenoyl Coenzyme A|m	FADH2|m	HADH ACAA2 ACADM ECHS1 HADHA HADHB ACADVL
5-Dodecenoyl Coenzyme A|m	FAD|m	HADH ACAA2 ACADM ECHS1 HADHA HADHB ACADVL
(2E)-dodecenoyl-CoA|x	acetyl-CoA|x	ACAA1 HSD17B4 EHHADH
(2E)-dodecenoyl-CoA|x	CoA|x	ACAA1 HSD17B4 EHHADH
(2E)-dodecenoyl-CoA|x	decanoyl-CoA|x	ACAA1 HSD17B4 EHHADH
2,6-Dodecadienoyl Coenzyme A|m	CoA|m	ACAA2 HADH ECHS1
2,6-Dodecadienoyl Coenzyme A|m	acetyl-CoA|m	ACAA2 HADH ECHS1
2,6-Dodecadienoyl Coenzyme A|m	4-cis-decenoyl-CoA|m	ACAA2 HADH ECHS1
2,6-Dodecadienoyl Coenzyme A|m	3,6-Dodecadienoyl Coenzyme A|m	ECI1
2,6-Dodecadienoyl Coenzyme A|x	3,6-Dodecadienoyl Coenzyme A|x	EHHADH ECI2
2,6,9-Dodecatrienoyl Coenzyme A|m	CoA|m	ACAA2 HADH ECHS1
4,7-Decadienoyl Coenzyme A|m	CoA|m	ACAA2 HADH ECHS1
2,6,9-Dodecatrienoyl Coenzyme A|m	4,7-Decadienoyl Coenzyme A|m	ACAA2 HADH ECHS1
2,6,9-Dodecatrienoyl Coenzyme A|m	acetyl-CoA|m	ACAA2 HADH ECHS1
4,7-Decadienoyl Coenzyme A|m	acetyl-CoA|m	ACAA2 HADH ECHS1
4,7-Decadienoyl Coenzyme A|x	acetyl-CoA|x	ACAA1 HSD17B4 EHHADH
2,6,9-Dodecatrienoyl Coenzyme A|x	acetyl-CoA|x	ACAA1 HSD17B4 EHHADH
4,7-Decadienoyl Coenzyme A|x	CoA|x	ACAA1 HSD17B4 EHHADH
2,6,9-Dodecatrienoyl Coenzyme A|x	CoA|x	ACAA1 HSD17B4 EHHADH
2,6,9-Dodecatrienoyl Coenzyme A|x	4,7-Decadienoyl Coenzyme A|x	ACAA1 HSD17B4 EHHADH
2,6,9-Dodecatrienoyl Coenzyme A|m	3,6,9-Dodecatrienoyl Coenzyme A|m	ECI1
2,6,9-Dodecatrienoyl Coenzyme A|x	3,6,9-Dodecatrienoyl Coenzyme A|x	EHHADH ECI2
decanoyl-CoA|m	lauroyl-CoA|m	HADH ACAA2 ACADM ECHS1
decanoyl-CoA|x	lauroyl-CoA|x	ACAA1 ACOX1 HSD17B4 EHHADH
(S)-3-hydroxydodecanoyl-CoA|m	FAD|m	ACADM ECHS1
(S)-3-hydroxydodecanoyl-CoA|m	FADH2|m	ACADM ECHS1
(S)-3-hydroxydodecanoyl-CoA|m	lauroyl-CoA|m	ACADM ECHS1
Dodecanedioyl Coenzyme A|x	acetyl-CoA|x	ACAA1 ACOX1 HSD17B4 EHHADH
Dodecanedioyl Coenzyme A|x	Sebacoyl Coenzyme A|x	ACAA1 ACOX1 HSD17B4 EHHADH
Dodecanedioyl Carnitine|c	Dodecanedioyl Carnitine|x	SLC25A20
Dodecanedioyl Carnitine|c	Dodecanedioyl Coenzyme A|c	CPT1B CPT1A CPT1C
CoA|c	Dodecanedioyl Carnitine|c	CPT1B CPT1A CPT1C
Dodecanedioyl Carnitine|c	L-carnitine|c	CPT1B CPT1A CPT1C
Dodecanedioyl Coenzyme A|c	L-carnitine|c	CPT1B CPT1A CPT1C
Dodecanedioyl Carnitine|x	Dodecanedioyl Coenzyme A|x	CROT
CoA|x	Dodecanedioyl Carnitine|x	CROT
Dodecanedioyl Carnitine|x	L-carnitine|x	CROT
Dodecanedioyl Coenzyme A|x	L-carnitine|x	CROT
2,6,10-Trimethyl Undecanoyl Coenzyme A|x	acetyl-CoA|x	ACAA1 ACOX3 HSD17B4 EHHADH
4,8,12-trimethyltridecanoyl-CoA|x	acetyl-CoA|x	ACAA1 ACOX3 HSD17B4 EHHADH
2,6,10-Trimethyl Undecanoyl Coenzyme A|x	4,8,12-trimethyltridecanoyl-CoA|x	ACAA1 ACOX3 HSD17B4 EHHADH
tridecanoyl-CoA|m	undecanoyl-CoA|m	HADHA ACADVL HADHB
7-Tetradecenoyl Coenzyme A|m	acetyl-CoA|m	HADHA ACADVL HADHB
7-Tetradecenoyl Coenzyme A|m	CoA|m	HADHA ACADVL HADHB
7-Tetradecenoyl Coenzyme A|m	FADH2|m	HADHA ACADVL HADHB
7-Tetradecenoyl Coenzyme A|m	FAD|m	HADHA ACADVL HADHB
5-Dodecenoyl Coenzyme A|m	7-Tetradecenoyl Coenzyme A|m	HADHA ACADVL HADHB
(3Z)-dodecenoyl-CoA|x	5-tetradecenoyl-CoA|x	ACAA1 ACOX1 HSD17B4 EHHADH
3-Hydroxy Tetradecenoyl-7 Coenzyme A|m	FAD|m	HADHA ACADVL
3-Hydroxy Tetradecenoyl-7 Coenzyme A|m	FADH2|m	HADHA ACADVL
3-Hydroxy Tetradecenoyl-7 Coenzyme A|m	7-Tetradecenoyl Coenzyme A|m	HADHA ACADVL
5,8-Tetradecadienoyl Coenzyme A|m	acetyl-CoA|m	HADHA ACADVL HADHB
3,6-Dodecadienoyl Coenzyme A|m	acetyl-CoA|m	HADHA ACADVL HADHB
5,8-Tetradecadienoyl Coenzyme A|m	CoA|m	HADHA ACADVL HADHB
5,8-Tetradecadienoyl Coenzyme A|m	FADH2|m	HADHA ACADVL HADHB
5,8-Tetradecadienoyl Coenzyme A|m	FAD|m	HADHA ACADVL HADHB
3,6-Dodecadienoyl Coenzyme A|m	5,8-Tetradecadienoyl Coenzyme A|m	HADHA ACADVL HADHB
3,6-Dodecadienoyl Coenzyme A|m	CoA|m	HADHA ACADVL HADHB
3,6-Dodecadienoyl Coenzyme A|m	FADH2|m	HADHA ACADVL HADHB
3,6-Dodecadienoyl Coenzyme A|m	FAD|m	HADHA ACADVL HADHB
5,8-Tetradecadienoyl Coenzyme A|x	acetyl-CoA|x	ACAA1 ACOX1 HSD17B4 EHHADH
3,6-Dodecadienoyl Coenzyme A|x	acetyl-CoA|x	ACAA1 ACOX1 HSD17B4 EHHADH
5,8-Tetradecadienoyl Coenzyme A|x	CoA|x	ACAA1 ACOX1 HSD17B4 EHHADH
3,6-Dodecadienoyl Coenzyme A|x	5,8-Tetradecadienoyl Coenzyme A|x	ACAA1 ACOX1 HSD17B4 EHHADH
3,6-Dodecadienoyl Coenzyme A|x	CoA|x	ACAA1 ACOX1 HSD17B4 EHHADH
FAD|m	Trans5,8Tetradecadienoyl Coenzyme A|m	HADHA ACADVL HADHB
3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A|m	FAD|m	HADHA ACADVL HADHB
FADH2|m	Trans5,8Tetradecadienoyl Coenzyme A|m	HADHA ACADVL HADHB
3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A|m	FADH2|m	HADHA ACADVL HADHB
3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A|m	Trans5,8Tetradecadienoyl Coenzyme A|m	HADHA ACADVL HADHB
3,6,9-Dodecatrienoyl Coenzyme A|m	acetyl-CoA|m	HADHA ACADVL HADHB
3,6,9-Dodecatrienoyl Coenzyme A|m	CoA|m	HADHA ACADVL HADHB
3,6,9-Dodecatrienoyl Coenzyme A|m	FADH2|m	HADHA ACADVL HADHB
3,6,9-Dodecatrienoyl Coenzyme A|m	5,8,11-Tetradecatrienoyl Coenzyme A|m	HADHA ACADVL HADHB
3,6,9-Dodecatrienoyl Coenzyme A|m	FAD|m	HADHA ACADVL HADHB
5,8,11-Tetradecatrienoyl Coenzyme A|m	acetyl-CoA|m	HADHA ACADVL HADHB
5,8,11-Tetradecatrienoyl Coenzyme A|m	CoA|m	HADHA ACADVL HADHB
5,8,11-Tetradecatrienoyl Coenzyme A|m	FADH2|m	HADHA ACADVL HADHB
5,8,11-Tetradecatrienoyl Coenzyme A|m	FAD|m	HADHA ACADVL HADHB
3,6,9-Dodecatrienoyl Coenzyme A|x	CoA|x	ACAA1 ACOX1 HSD17B4 EHHADH
3,6,9-Dodecatrienoyl Coenzyme A|x	acetyl-CoA|x	ACAA1 ACOX1 HSD17B4 EHHADH
3,6,9-Dodecatrienoyl Coenzyme A|x	5,8,11-Tetradecatrienoyl Coenzyme A|x	ACAA1 ACOX1 HSD17B4 EHHADH
5,8,11-Tetradecatrienoyl Coenzyme A|x	CoA|x	ACAA1 ACOX1 HSD17B4 EHHADH
5,8,11-Tetradecatrienoyl Coenzyme A|x	acetyl-CoA|x	ACAA1 ACOX1 HSD17B4 EHHADH
lauroyl-CoA|m	myristoyl-CoA|m	HADHA ACADVL HADHB
lauroyl-CoA|x	myristoyl-CoA|x	ACAA1 ACOX1 HSD17B4 EHHADH
(S)-3-hydroxytetradecanoyl-CoA|m	FAD|m	HADHA ACADVL
(S)-3-hydroxytetradecanoyl-CoA|m	FADH2|m	HADHA ACADVL
(S)-3-hydroxytetradecanoyl-CoA|m	myristoyl-CoA|m	HADHA ACADVL
Tetradecanedioyl Coenzyme A|x	acetyl-CoA|x	ACAA1 ACOX1 HSD17B4 EHHADH
Dodecanedioyl Coenzyme A|x	Tetradecanedioyl Coenzyme A|x	ACAA1 ACOX1 HSD17B4 EHHADH
CoA|x	Tetradecanedioyl Coenzyme A|x	ACAA1 ACOX1 HSD17B4 EHHADH
4,8,12-trimethyltridecanoyl-CoA|x	Pristanoyl Coenzyme A|x	ACAA1 ACOX3 HSD17B4 EHHADH
pentadecanoyl-CoA|m	tridecanoyl-CoA|m	HADHA ACADVL HADHB
2-hydroxyphytanoyl-CoA|x	pristanic acid|x	ALDH3A2 HACL1
formyl-CoA|x	pristanic acid|x	ALDH3A2 HACL1
7-Tetradecenoyl Coenzyme A|m	palmitoleoyl-CoA|m	HADHA ACADVL HADHB
5-tetradecenoyl-CoA|x	7-hexadecenoyl-CoA|x	ACAA1 ACOX1 HSD17B4 EHHADH
3-Hydroxyhexadecenoyl Coenzyme A|m	FAD|m	HADHA ACADVL
3-Hydroxyhexadecenoyl Coenzyme A|m	palmitoleoyl-CoA|m	HADHA ACADVL
3-Hydroxyhexadecenoyl Coenzyme A|m	FADH2|m	HADHA ACADVL
7,10-Hexadecadienoyl Coenzyme A|m	acetyl-CoA|m	HADHA ACADVL HADHB
5,8-Tetradecadienoyl Coenzyme A|m	7,10-Hexadecadienoyl Coenzyme A|m	HADHA ACADVL HADHB
7,10-Hexadecadienoyl Coenzyme A|m	CoA|m	HADHA ACADVL HADHB
7,10-Hexadecadienoyl Coenzyme A|m	FADH2|m	HADHA ACADVL HADHB
7,10-Hexadecadienoyl Coenzyme A|m	FAD|m	HADHA ACADVL HADHB
FADH2|m	Trans7,10-Hexadecadienoyl Coenzyme A|m	HADHA ACADVL HADHB
FAD|m	Trans7,10-Hexadecadienoyl Coenzyme A|m	HADHA ACADVL HADHB
3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A|m	Trans7,10-Hexadecadienoyl Coenzyme A|m	HADHA ACADVL HADHB
3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A|m	FADH2|m	HADHA ACADVL HADHB
3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A|m	FAD|m	HADHA ACADVL HADHB
2,7,10-Hexadecatrienoyl Coenzyme A|x	acetyl-CoA|x	ACAA1 HSD17B4 EHHADH
2,7,10-Hexadecatrienoyl Coenzyme A|x	5,8-Tetradecadienoyl Coenzyme A|x	ACAA1 HSD17B4 EHHADH
2,7,10-Hexadecatrienoyl Coenzyme A|x	CoA|x	ACAA1 HSD17B4 EHHADH
7,10,13-Hexadecatrienoyl Coenzyme A|m	acetyl-CoA|m	ACOT2 ACOT7 ACOT8 HADHA HADHB ACOT13 ACADVL
7,10,13-Hexadecatrienoyl Coenzyme A|m	CoA|m	ACOT2 ACOT7 ACOT8 HADHA HADHB ACOT13 ACADVL
7,10,13-Hexadecatrienoyl Coenzyme A|m	FADH2|m	ACOT2 ACOT7 ACOT8 HADHA HADHB ACOT13 ACADVL
5,8,11-Tetradecatrienoyl Coenzyme A|m	7,10,13-Hexadecatrienoyl Coenzyme A|m	ACOT2 ACOT7 ACOT8 HADHA HADHB ACOT13 ACADVL
7,10,13-Hexadecatrienoyl Coenzyme A|m	FAD|m	ACOT2 ACOT7 ACOT8 HADHA HADHB ACOT13 ACADVL
4,7,10-Hexadecatrienoyl Coenzyme A|m	FAD|m	HADHA ACADVL HADHB
2,4,7,10-Hexadecatetraenoyl Coenzyme A|m	FAD|m	HADHA ACADVL HADHB
4,7,10-Hexadecatrienoyl Coenzyme A|m	FADH2|m	HADHA ACADVL HADHB
2,4,7,10-Hexadecatetraenoyl Coenzyme A|m	FADH2|m	HADHA ACADVL HADHB
2,4,7,10-Hexadecatetraenoyl Coenzyme A|m	4,7,10-Hexadecatrienoyl Coenzyme A|m	HADHA ACADVL HADHB
2,4,7,10-Hexadecatetraenoyl Coenzyme A|x	4,7,10-Hexadecatrienoyl Coenzyme A|x	ACOX1
2,7,10-Hexadecatrienoyl Coenzyme A|m	CoA|m	HADHA HADHB
2,7,10-Hexadecatrienoyl Coenzyme A|m	acetyl-CoA|m	HADHA HADHB
2,7,10-Hexadecatrienoyl Coenzyme A|m	5,8-Tetradecadienoyl Coenzyme A|m	HADHA HADHB
2,7,10-Hexadecatrienoyl Coenzyme A|m	3,7,10-Hexadecatrienoyl Coenzyme A|m	ECI1
2,7,10-Hexadecatrienoyl Coenzyme A|x	3,7,10-Hexadecatrienoyl Coenzyme A|x	EHHADH ECI2
2,7,10,13-Hexadecatetraenoyl Coenzyme A|m	CoA|m	HADHA HADHB
2,7,10,13-Hexadecatetraenoyl Coenzyme A|m	acetyl-CoA|m	HADHA HADHB
2,7,10,13-Hexadecatetraenoyl Coenzyme A|m	5,8,11-Tetradecatrienoyl Coenzyme A|m	HADHA HADHB
2,7,10,13-Hexadecatetraenoyl Coenzyme A|x	acetyl-CoA|x	ACAA1 HSD17B4 EHHADH
2,7,10,13-Hexadecatetraenoyl Coenzyme A|x	CoA|x	ACAA1 HSD17B4 EHHADH
2,7,10,13-Hexadecatetraenoyl Coenzyme A|x	5,8,11-Tetradecatrienoyl Coenzyme A|x	ACAA1 HSD17B4 EHHADH
2,4,7,10-Hexadecatetraenoyl Coenzyme A|x	3,7,10-Hexadecatrienoyl Coenzyme A|x	DECR2
